1491.9979999999998,0.0418,0.0097,-0.0001,0
1372.315,0.0421,0.0099,-0.0001,0
1370.5479999999998,0.0431,0.0095,-0.0001,0
1143.0882,0.049,0.0099,-0.0001,0
1017.5539,0.0551,0.0114,-0.0001,0
1052.263,0.0521,0.0104,-0.0001,0
532.7794,0.0754,0.0181,-0.0003,0
416.7169,0.084,0.0182,-0.0003,0
317.0219,0.1373,0.034,-0.0012,0
181.4771,0.1411,0.0317,-0.001,0
1477.5878,0.048,0.0095,-0.0001,0
1522.1999,0.0454,0.0094,-0.0001,0
1864.5633,0.0383,0.0092,-0.0001,0
2082.8819,0.0336,0.0092,-0.0001,0
1373.2136,0.0411,0.0097,-0.0001,0
809.3537,0.0554,0.0122,-0.0002,0
751.4563,0.0594,0.0113,-0.0001,0
881.8922,0.0601,0.0106,-0.0001,0
1105.6603,0.0504,0.0101,-0.0001,0
1511.56,0.0463,0.0094,-0.0001,0
1634.7643,0.039,0.0098,-0.0001,0
1432.4826,0.0489,0.0095,-0.0001,0
852.3091,0.0747,0.0121,-0.0001,0
855.7481,0.0588,0.0104,-0.0001,0
1138.9116,0.0529,0.0103,-0.0001,0
793.2514,0.0603,0.0116,-0.0001,0
875.0956,0.0521,0.0118,-0.0001,0
849.9681,0.0516,0.0116,-0.0001,0
1177.1973,0.0488,0.0106,-0.0001,0
920.4019999999999,0.054000000000000006,0.0114,-0.0001,0
1082.9112,0.0464,0.011000000000000001,-0.0001,0
1030.645,0.0511,0.0116,-0.0001,0
1071.7783,0.0556,0.011000000000000001,-0.0001,0
1065.7294,0.0563,0.0112,-0.0001,0
1043.0382,0.0526,0.0116,-0.0001,0
1251.3307,0.049,0.011000000000000001,-0.0001,0
1233.2395,0.0494,0.0107,-0.0001,0
517.61,0.0715,0.0151,-0.0002,0
599.4508,0.0739,0.0139,-0.0002,0
572.1398,0.0747,0.0145,-0.0002,0
529.7637,0.0722,0.0146,-0.0002,0
472.9437,0.0732,0.015,-0.0002,0
648.1035,0.0654,0.0135,-0.0002,0
658.6187,0.0675,0.0128,-0.0002,0
709.4895,0.0694,0.0132,-0.0002,0
580.5871,0.0754,0.0131,-0.0002,0
803.3241,0.069,0.0127,-0.0002,0
763.3774,0.0603,0.0136,-0.0002,0
909.2774,0.0639,0.0124,-0.0002,0
814.4497,0.0807,0.0131,-0.0002,0
787.0963,0.0794,0.013000000000000001,-0.0002,0
1565.7598,0.0462,0.0097,-0.0001,0
1927.899,0.0401,0.0096,-0.0001,0
1712.6904,0.0395,0.0098,-0.0001,0
1409.9708,0.0422,0.0102,-0.0001,0
1314.6187,0.0461,0.01,-0.0001,0
1595.7829,0.0416,0.0098,-0.0001,0
988.9982,0.0546,0.011000000000000001,-0.0001,0
1538.8339999999998,0.0396,0.0102,-0.0001,0
1705.3394,0.0416,0.0096,-0.0001,0
1482.2039,0.0449,0.01,-0.0001,0
1477.3804,0.0493,0.0103,-0.0001,0
1515.3677,0.0449,0.0096,-0.0001,0
684.5594,0.0751,0.0131,-0.0002,0
746.2432,0.0769,0.013000000000000001,-0.0002,0
594.3421,0.078,0.0125,-0.0002,0
753.1080000000001,0.0733,0.0129,-0.0002,0
508.9118,0.0762,0.013000000000000001,-0.0002,0
766.1154,0.0652,0.0124,-0.0002,0
901.7051,0.0553,0.0114,-0.0001,0
995.8202,0.0647,0.0115,-0.0001,0
1072.1474,0.0515,0.0111,-0.0001,0
723.4002,0.068,0.013000000000000001,-0.0002,0
833.3129,0.0707,0.0127,-0.0002,0
828.9780000000001,0.073,0.0121,-0.0001,0
696.7601,0.0773,0.0125,-0.0002,0
769.7169,0.0726,0.0125,-0.0002,0
925.1789,0.0706,0.0128,-0.0002,0
773.4174,0.0696,0.0125,-0.0002,0
836.4036,0.0739,0.0126,-0.0002,0
786.0306,0.0724,0.0127,-0.0002,0
958.3958,0.0674,0.0122,-0.0002,0
866.166,0.0671,0.0125,-0.0002,0
862.1068,0.0649,0.0121,-0.0001,0
736.2057,0.0731,0.0126,-0.0002,0
679.2667,0.0768,0.0122,-0.0002,0
560.9572,0.0842,0.0124,-0.0002,0
748.5751,0.0762,0.0122,-0.0001,0
785.2824,0.0733,0.0124,-0.0002,0
794.5899,0.0735,0.0124,-0.0002,0
425.0303,0.1046,0.0137,-0.0002,0
284.8911,0.1125,0.0208,-0.0004,0
418.9237,0.1074,0.0177,-0.0003,0
